destination,month,duration_days,group_size,pace,total_budget_inr
Agra,11,12,2,Moderate,86230.20221796005
Goa,11,13,5,Luxury,903156.7507215204
Goa,4,11,1,Luxury,169190.797566993
Agra,3,7,3,Moderate,56668.026019147896
Uttarakhand,7,6,7,Luxury,245137.85167084596
Karnataka,12,3,4,Luxury,138275.74004519364
Kerala,8,6,8,Budget,62661.746186708566
Karnataka,7,7,3,Luxury,193470.59259145835
Agra,1,6,7,Luxury,289782.368433559
Karnataka,1,1,2,Moderate,7855.854168879069
Himachal Pradesh,5,12,8,Luxury,885278.5882149775
Goa,8,14,3,Moderate,171703.4851594563
Goa,10,1,6,Budget,11276.018019966315
Uttarakhand,11,9,2,Moderate,61666.06251772293
Kerala,3,6,7,Moderate,133581.38355216561
Agra,8,12,4,Budget,63042.87021086162
Tamil Nadu,3,2,6,Budget,15391.501045273946
Uttarakhand,4,11,2,Luxury,189234.62453356205
Uttarakhand,10,1,3,Moderate,9638.815721036846
Kerala,7,11,3,Moderate,118377.50704796365
Delhi,3,12,4,Moderate,133345.58159559857
Agra,4,2,1,Budget,3419.101074560964
Tamil Nadu,8,8,6,Moderate,126119.67711398305
Goa,4,5,6,Luxury,300528.8631034041
Kerala,9,7,4,Budget,41440.133984039414
Tamil Nadu,4,7,8,Moderate,107152.86390914985
Himachal Pradesh,4,2,5,Budget,13815.933716593794
Uttarakhand,5,4,4,Budget,34145.64225554631
Kerala,1,2,7,Budget,33559.413122399485
Goa,7,7,8,Moderate,152349.3355108534
Karnataka,9,5,2,Moderate,35132.23183232683
Goa,12,1,1,Luxury,22023.203283798106
Himachal Pradesh,9,2,6,Budget,16508.190482049526
Kerala,1,6,2,Moderate,68243.58181920808
Himachal Pradesh,6,14,8,Moderate,432333.5117114939
Agra,3,4,5,Luxury,131364.47752163926
Agra,4,7,2,Moderate,45811.413986919964
Karnataka,8,2,5,Moderate,29211.998860708994
Uttarakhand,4,13,2,Moderate,73308.8796633558
Delhi,8,12,6,Budget,105627.20269861101
Rajasthan,4,2,8,Luxury,95326.2716150778
Tamil Nadu,9,12,2,Luxury,235357.2883858191
Himachal Pradesh,6,6,6,Luxury,374256.9341445314
Tamil Nadu,1,8,6,Moderate,161642.76544012225
Karnataka,10,13,1,Moderate,50116.15118445819
Tamil Nadu,2,1,9,Moderate,17274.550876167035
Tamil Nadu,7,5,8,Budget,41927.06718587555
Goa,10,1,4,Budget,6881.488431375229
Kerala,7,11,7,Luxury,619635.9743294193
Uttarakhand,3,6,4,Budget,36593.999555696486
Rajasthan,1,7,8,Budget,104303.57314507113
Kerala,8,6,2,Moderate,47809.0755600016
Goa,10,14,2,Moderate,136498.05800563743
Tamil Nadu,11,13,3,Luxury,426174.6638846989
Rajasthan,11,9,4,Moderate,145048.22444636034
Goa,10,3,6,Moderate,64643.136155622946
Goa,7,8,5,Budget,73985.36352227234
Goa,10,3,7,Luxury,194672.32978297258
Agra,8,11,6,Budget,66386.51702218047
Rajasthan,1,12,4,Luxury,676849.1069873001
Goa,3,13,9,Luxury,931797.3584211089
Delhi,2,13,7,Moderate,228209.39704360068
Tamil Nadu,1,7,1,Budget,13092.442722143896
Rajasthan,5,14,8,Budget,114241.90784946248
Agra,3,13,4,Moderate,127027.1216850285
Himachal Pradesh,10,5,7,Luxury,308802.8635369599
Himachal Pradesh,8,12,2,Luxury,233374.31314620827
Uttarakhand,6,13,3,Luxury,467672.84464108484
Maharashtra,10,1,1,Luxury,11834.95991540916
Delhi,9,11,2,Moderate,83295.8809575326
Himachal Pradesh,9,12,5,Luxury,479020.00730466034
Agra,11,4,2,Budget,12634.9122041297
Maharashtra,6,14,6,Luxury,781787.4424198993
Goa,2,13,6,Luxury,729873.8662412856
Goa,9,11,6,Luxury,709666.6810401893
Karnataka,2,9,3,Moderate,86427.38462752374
Tamil Nadu,3,8,3,Luxury,231852.4018042328
Maharashtra,6,3,7,Moderate,62689.68679040307
Tamil Nadu,2,2,4,Budget,10973.689628716373
Agra,5,11,6,Luxury,427440.6934423326
Delhi,2,9,8,Luxury,450419.9924840998
Maharashtra,12,1,3,Budget,6298.9221919786605
Himachal Pradesh,4,9,9,Luxury,500250.4233342918
Delhi,11,12,9,Luxury,902637.8884723288
Karnataka,11,7,3,Moderate,85131.5323938322
Tamil Nadu,3,12,6,Moderate,177284.5070696104
Tamil Nadu,5,2,5,Budget,12496.114116170304
Delhi,6,11,4,Moderate,131562.442710074
Goa,7,5,8,Moderate,130427.65045136894
Tamil Nadu,10,14,9,Budget,138065.92306353367
Karnataka,8,2,9,Budget,20573.951736467192
Himachal Pradesh,9,5,5,Luxury,230049.0618018929
Rajasthan,4,7,5,Luxury,269813.965261134
Himachal Pradesh,4,5,3,Luxury,162807.49202420024
Himachal Pradesh,7,2,9,Luxury,136170.1487481616
Tamil Nadu,12,11,1,Moderate,41020.77400905866
Kerala,10,14,3,Moderate,148276.12978384385
Goa,10,5,7,Budget,48620.97289276845
Tamil Nadu,11,12,7,Budget,128934.83748206639
Goa,9,12,5,Moderate,189931.5078518288
Agra,11,10,6,Luxury,515792.3950185005
Kerala,2,14,4,Luxury,517560.83864894067
Tamil Nadu,11,6,8,Luxury,396636.98653381306
Uttarakhand,6,5,4,Luxury,238259.77486355553
Himachal Pradesh,10,2,6,Budget,18076.72861186552
Agra,10,6,5,Moderate,74933.23518051326
Kerala,8,6,6,Budget,52326.06409483354
Tamil Nadu,5,12,3,Moderate,110775.31736877887
Karnataka,5,2,3,Luxury,55168.54353812311
Delhi,8,13,7,Budget,103914.89676812696
Delhi,1,13,1,Moderate,47476.88205501586
Goa,6,4,1,Moderate,18609.269337282163
Kerala,10,7,1,Moderate,30862.67789059967
Himachal Pradesh,9,1,6,Moderate,16476.448411855203
Himachal Pradesh,12,1,4,Luxury,49521.51532847286
Rajasthan,6,14,6,Luxury,725783.8327219014
Delhi,7,11,1,Moderate,40164.66026914613
Agra,4,12,4,Moderate,136850.40896352357
Kerala,12,11,4,Moderate,191160.32275493376
Himachal Pradesh,10,6,2,Luxury,126106.28779894434
Rajasthan,1,7,1,Budget,20585.281341937978
Kerala,9,12,8,Moderate,262732.6740028703
Maharashtra,12,5,6,Budget,56170.41324077642
Himachal Pradesh,6,12,4,Luxury,634475.0775450923
Maharashtra,3,10,2,Luxury,267780.4254770199
Kerala,4,8,5,Luxury,422222.79548601207
Himachal Pradesh,10,11,9,Luxury,578087.1145907873
Maharashtra,12,4,7,Luxury,262664.784211049
Uttarakhand,6,3,4,Budget,22932.41410746348
Rajasthan,6,7,5,Budget,43335.1521977387
Agra,12,14,8,Budget,122185.52411211688
Delhi,9,4,5,Budget,30813.233157367973
Rajasthan,4,1,6,Moderate,15212.008037970729
Maharashtra,5,11,6,Luxury,614515.6254815643
Himachal Pradesh,5,8,8,Budget,99840.18418193603
Uttarakhand,3,5,5,Budget,32982.21470403142
Uttarakhand,2,13,1,Moderate,36861.47067694839
Delhi,8,8,4,Moderate,98919.12294562258
Uttarakhand,10,8,3,Luxury,222708.94312981292
Rajasthan,9,12,2,Luxury,266232.59201730014
Tamil Nadu,10,5,7,Moderate,82849.77348192006
Uttarakhand,11,8,7,Moderate,119116.10997758417
Delhi,9,7,8,Moderate,140841.08497548167
Uttarakhand,5,13,5,Luxury,719138.6316322495
Uttarakhand,11,3,1,Moderate,9191.436295304751
Karnataka,9,4,6,Budget,31527.168077830058
Rajasthan,4,11,6,Luxury,491779.2626243797
Maharashtra,2,12,8,Luxury,681593.8413316037
Goa,3,13,2,Budget,48928.247378186694
Tamil Nadu,1,7,9,Budget,65631.61318454349
Uttarakhand,5,4,6,Luxury,228289.35405628922
Agra,1,6,1,Luxury,64294.10681052525
Uttarakhand,12,12,9,Moderate,259611.32002950486
Karnataka,11,2,8,Moderate,50719.04332937096
Maharashtra,1,12,1,Budget,26299.271876073482
Agra,11,2,8,Budget,21220.870288660237
Tamil Nadu,11,3,7,Budget,25390.04310664156
Agra,7,10,5,Budget,67103.99162245606
Rajasthan,2,7,6,Moderate,102335.424479061
Delhi,8,3,4,Luxury,122739.17345986035
Delhi,6,12,9,Moderate,228251.1453107536
Tamil Nadu,4,3,9,Budget,22867.309302296533
Maharashtra,9,13,1,Moderate,51040.11871552025
Delhi,10,14,9,Budget,149770.0854402452
Kerala,8,4,3,Moderate,40603.669009109675
Karnataka,10,10,2,Luxury,202017.41512743154
Tamil Nadu,3,6,4,Budget,29056.808596247633
Tamil Nadu,3,1,4,Moderate,10389.46106533107
Goa,4,6,9,Budget,67636.3317703104
Goa,9,8,4,Luxury,390991.67680763453
Rajasthan,9,12,5,Budget,84145.36061116253
Rajasthan,5,8,6,Luxury,339558.27099558566
Goa,12,6,4,Moderate,149911.21090403886
Delhi,9,6,1,Luxury,65107.704372804146
Himachal Pradesh,6,13,2,Budget,61138.19397676764
Tamil Nadu,8,3,3,Moderate,24515.021040434323
Kerala,11,14,4,Budget,161003.06162838382
Tamil Nadu,8,2,5,Budget,13742.742837769214
Uttarakhand,12,7,3,Moderate,92480.87718959407
Maharashtra,10,8,1,Luxury,92499.64718522746
Karnataka,7,10,8,Luxury,592565.5326762386
Himachal Pradesh,4,13,8,Moderate,222470.12147706698
Kerala,4,14,4,Moderate,195810.4265410486
Uttarakhand,6,6,7,Budget,59999.74023773433
Rajasthan,9,5,4,Budget,31259.15319444589
Kerala,7,4,3,Moderate,48798.2845839404
Goa,5,1,7,Moderate,21776.864944261273
Tamil Nadu,5,9,6,Budget,62923.682864501396
Kerala,8,11,1,Budget,19513.56355011907
Maharashtra,6,10,9,Luxury,715221.1828568535
Agra,1,4,2,Moderate,28050.931105151834
Rajasthan,1,2,3,Budget,14364.536886275106
Karnataka,9,4,5,Luxury,200828.2719443051
Karnataka,8,13,3,Budget,74249.70465258266
Kerala,6,11,3,Moderate,126533.30230075523
Agra,1,5,8,Luxury,255190.14619407864
Tamil Nadu,2,2,4,Budget,12723.805669480957
Uttarakhand,10,7,2,Moderate,40580.02361402239
Himachal Pradesh,3,3,5,Moderate,39842.83949120634
Tamil Nadu,10,14,2,Moderate,80961.7268381983
Uttarakhand,12,8,8,Moderate,204839.4788418414
Himachal Pradesh,3,4,3,Luxury,112178.25692056109
Agra,2,12,2,Budget,33123.391476619225
Himachal Pradesh,12,11,3,Budget,73633.95794618875
Tamil Nadu,2,5,3,Moderate,38506.58206766045
Maharashtra,6,3,1,Budget,6416.649146748971
Kerala,7,13,3,Moderate,145823.24555843565
Uttarakhand,4,11,3,Budget,51670.59485231621
Maharashtra,1,5,4,Budget,41743.216890815056
Uttarakhand,6,9,8,Budget,93551.98715434536
Kerala,7,11,9,Luxury,745336.995989116
Delhi,4,13,1,Moderate,50824.38992934918
Himachal Pradesh,6,14,1,Luxury,197955.86571770106
Agra,9,2,6,Budget,12214.59847749911
Delhi,4,7,1,Luxury,69733.81847790733
Delhi,12,10,5,Luxury,526724.825296025
Karnataka,10,8,1,Luxury,89434.3613131776
Goa,4,3,8,Budget,37336.24041965243
Tamil Nadu,10,11,5,Luxury,374355.2043186682
Maharashtra,12,4,6,Budget,49584.709399402556
Maharashtra,5,13,4,Moderate,212788.8771136374
Maharashtra,3,11,8,Budget,103783.60143474
Maharashtra,10,10,9,Budget,113244.0344064989
Tamil Nadu,2,2,9,Budget,19102.581413591302
Delhi,9,10,1,Moderate,34752.19347554878
Tamil Nadu,1,13,7,Moderate,259285.27315710764
Maharashtra,5,9,4,Budget,72374.62984049036
Goa,5,3,8,Budget,35519.55298221306
Rajasthan,8,9,7,Moderate,142153.02492509116
Kerala,6,13,1,Moderate,55722.57870586574
Maharashtra,6,7,1,Budget,14150.643118081192
Agra,6,6,1,Moderate,16839.62142259704
Rajasthan,4,11,2,Budget,33814.37865135843
Tamil Nadu,1,12,2,Budget,39447.23724619031
Agra,3,11,9,Budget,100671.61319647494
Agra,10,3,5,Moderate,36684.261599819845
Uttarakhand,12,11,1,Moderate,56008.207478518176
Agra,11,7,7,Moderate,136882.10508398738
Maharashtra,6,11,2,Budget,37704.51835728785
Uttarakhand,5,14,3,Budget,78252.64103509871
Karnataka,10,3,4,Luxury,106948.5597589837
Delhi,1,13,3,Budget,73484.92967074414
Agra,5,11,3,Budget,47438.55868082859
Goa,2,6,9,Luxury,461120.4315141595
Kerala,1,8,4,Budget,93528.41711924474
Agra,4,5,8,Budget,43952.87442822608
Karnataka,6,11,1,Moderate,36869.31663334887
Himachal Pradesh,7,11,6,Luxury,625221.9068896571
Tamil Nadu,9,13,1,Moderate,47313.57682518292
Tamil Nadu,5,3,5,Luxury,121465.81481302988
Karnataka,8,6,7,Budget,51748.616739854304
Himachal Pradesh,8,8,1,Luxury,83227.75551344876
Tamil Nadu,11,10,9,Moderate,195393.56446370727
Tamil Nadu,9,3,9,Budget,25429.528089833653
Tamil Nadu,3,12,6,Moderate,178410.98027178695
Karnataka,3,13,2,Luxury,281064.35128499876
Delhi,9,14,2,Luxury,264640.10815882037
Kerala,7,11,9,Luxury,682130.8820663735
Karnataka,4,11,4,Moderate,118184.24310020934
Himachal Pradesh,1,5,6,Budget,36364.68277420392
Agra,7,9,2,Budget,28783.26898123705
Delhi,10,14,4,Moderate,142310.40600682565
Delhi,6,14,2,Moderate,80060.08127371284
Agra,3,10,3,Moderate,73846.93798274716
Goa,5,10,2,Budget,45871.58558946173
Uttarakhand,3,3,8,Luxury,157798.53640337352
Kerala,8,13,5,Moderate,217183.84951686094
Kerala,5,12,5,Moderate,196317.3021963468
Goa,10,11,8,Luxury,703095.5896147789
Uttarakhand,10,2,8,Budget,16130.485232141911
Kerala,6,11,7,Moderate,214183.50956800903
Himachal Pradesh,2,13,5,Moderate,202487.20969624026
Rajasthan,8,14,7,Moderate,218377.86316993684
Rajasthan,9,8,1,Luxury,89771.6483498528
Kerala,3,14,3,Luxury,427597.09989619406
Maharashtra,6,14,3,Luxury,499173.45601171104
Kerala,6,14,2,Luxury,320539.0278865966
Agra,2,7,6,Budget,48557.13998048347
Agra,10,12,3,Luxury,284002.2225784621
Uttarakhand,8,9,4,Moderate,96306.34854608843
Tamil Nadu,5,4,3,Moderate,39576.66247916341
Delhi,11,3,7,Moderate,61293.16299795158
Himachal Pradesh,11,10,4,Moderate,140591.13080227515
Goa,8,5,5,Budget,43582.83189336007
Kerala,8,11,7,Budget,114285.20947337405
Tamil Nadu,12,1,4,Budget,6192.555142589675
Tamil Nadu,3,5,6,Budget,41769.549121350276
Himachal Pradesh,5,13,9,Budget,212908.6332884414
Goa,7,13,6,Budget,147472.29612026352
Agra,5,3,5,Luxury,103023.92257307297
Karnataka,6,1,1,Budget,1725.9519887119984
Himachal Pradesh,2,3,8,Budget,26816.253136410687
Tamil Nadu,8,5,5,Moderate,73385.28665505406
Rajasthan,5,5,5,Moderate,61990.9454277516
Kerala,6,10,3,Budget,56305.75069004581
Uttarakhand,1,12,2,Luxury,207813.25096294715
Rajasthan,10,8,1,Luxury,76135.5334698093
Tamil Nadu,2,11,9,Luxury,532397.5272889364
Delhi,11,1,5,Luxury,56009.06777571373
Maharashtra,4,7,4,Budget,55375.14911749593
Goa,11,5,7,Luxury,462194.3319055357
Agra,9,3,4,Budget,13159.990229598905
Kerala,6,4,2,Budget,16883.035710076434
Uttarakhand,8,3,9,Budget,22477.761872207833
Karnataka,2,8,8,Budget,67372.01964427748
Agra,10,4,4,Budget,22370.154693100976
Kerala,5,3,8,Moderate,68338.35090123818
Karnataka,12,2,9,Budget,21836.067860876217
Uttarakhand,12,3,2,Budget,10999.19154116272
Tamil Nadu,1,7,4,Budget,40945.79193115208
Maharashtra,4,6,6,Moderate,111814.30198980826
Rajasthan,10,10,7,Moderate,167293.1692524312
Rajasthan,1,12,5,Budget,113990.52272387387
Tamil Nadu,11,13,7,Luxury,849619.1016691095
Agra,11,5,4,Budget,31081.116598549546
Tamil Nadu,9,8,8,Luxury,449812.3387528769
Tamil Nadu,2,11,3,Luxury,259075.06803979413
Kerala,7,1,3,Budget,6167.002828949656
Kerala,3,3,5,Luxury,157380.66634205813
Uttarakhand,2,2,6,Moderate,26966.79972457207
Maharashtra,4,2,3,Budget,9709.712444457
Kerala,7,12,2,Moderate,82020.96042670627
Uttarakhand,7,11,5,Moderate,137357.70043797605
Delhi,9,12,6,Budget,80409.63757522979
Tamil Nadu,12,1,3,Budget,4609.60000795011
Tamil Nadu,3,5,7,Budget,35557.45835356477
Agra,7,5,3,Moderate,44263.05498819294
Delhi,6,3,2,Budget,10115.245921310623
Agra,10,12,4,Moderate,111052.81344676288
Karnataka,7,12,3,Luxury,334227.79503444175
Uttarakhand,7,9,7,Budget,73569.63975472994
Uttarakhand,10,12,8,Moderate,188814.02273804374
Tamil Nadu,5,6,3,Budget,28190.520554434195
Himachal Pradesh,9,14,6,Moderate,259382.35244564665
Karnataka,7,10,1,Moderate,34853.531207108295
Uttarakhand,7,14,5,Luxury,516071.1668165953
Kerala,12,6,2,Budget,29583.76150161744
Tamil Nadu,3,10,1,Moderate,36166.003555107614
Agra,1,6,7,Budget,54603.97302637895
Delhi,5,14,4,Moderate,186005.65937134033
Agra,8,2,5,Luxury,65280.66371289823
Rajasthan,5,11,2,Moderate,83257.87669623185
Himachal Pradesh,10,10,8,Moderate,209855.290672614
Uttarakhand,3,10,3,Budget,39268.07001253112
Maharashtra,9,8,7,Luxury,488433.31137883
Goa,2,6,1,Moderate,28611.502665594784
Himachal Pradesh,3,13,1,Budget,21120.767321848016
Tamil Nadu,12,14,7,Moderate,294498.4644839169
Uttarakhand,4,3,1,Budget,5444.659609854623
Delhi,10,10,9,Luxury,495812.53174543753
Uttarakhand,1,9,9,Luxury,522283.7467851543
Goa,11,2,8,Budget,34725.59457354959
Delhi,4,7,8,Luxury,383988.5489008898
Agra,4,3,4,Budget,16861.09577679991
Delhi,9,12,4,Budget,73320.47677116215
Himachal Pradesh,8,6,5,Luxury,261405.02600930835
Agra,2,5,9,Luxury,259955.89166593426
Uttarakhand,7,13,3,Budget,50066.53588926245
Tamil Nadu,6,6,4,Budget,35339.04640822363
Karnataka,7,8,5,Luxury,384463.90977159387
Tamil Nadu,11,14,7,Luxury,774570.775861302
Uttarakhand,4,3,5,Budget,21908.54029210022
Goa,5,2,9,Budget,25324.98759762894
Karnataka,6,8,6,Budget,58521.660406602175
Uttarakhand,9,1,3,Luxury,29545.82770165519
Maharashtra,2,2,6,Moderate,40566.88137096261
Himachal Pradesh,11,10,6,Budget,90518.28827655742
Maharashtra,9,1,1,Moderate,3889.0946829946256
Agra,10,5,7,Luxury,218723.6665983188
Rajasthan,1,8,3,Moderate,127043.75177747027
Uttarakhand,4,2,1,Moderate,6031.65640589946
Kerala,12,4,1,Budget,11723.994621507756
Kerala,5,4,5,Moderate,59329.6380553908
Delhi,9,11,2,Luxury,200746.386151774
Tamil Nadu,6,11,2,Budget,29764.50409574947
Tamil Nadu,4,7,4,Moderate,84121.8319888201
Tamil Nadu,2,1,7,Moderate,14184.772888981577
Maharashtra,5,9,8,Moderate,198407.12705753834
Himachal Pradesh,8,3,7,Moderate,48315.472663280656
Uttarakhand,8,6,9,Budget,59365.25416964949
Goa,6,10,7,Budget,117177.41890656641
Delhi,11,14,4,Budget,103869.97435830948
Agra,1,5,9,Luxury,264165.69651088456
Karnataka,8,4,9,Luxury,241777.87257628143
Agra,4,9,3,Budget,36488.90759852712
Uttarakhand,2,11,8,Budget,87639.05828976518
Rajasthan,1,12,1,Luxury,169501.5473088135
Tamil Nadu,7,14,2,Moderate,84281.02604175126
Karnataka,2,9,8,Budget,89413.86912140844
Maharashtra,4,1,8,Budget,10878.559839698903
Uttarakhand,4,7,6,Moderate,102918.13790889738
Rajasthan,10,10,8,Luxury,557796.5303541849
Maharashtra,1,9,8,Luxury,653414.3382645583
Rajasthan,2,5,2,Budget,14684.738807827342
Tamil Nadu,1,1,3,Moderate,10761.769806948983
Maharashtra,6,8,7,Luxury,552060.1380489911
Himachal Pradesh,3,5,3,Moderate,58923.682111506634
Kerala,1,6,2,Moderate,74266.65888231782
Agra,12,7,6,Budget,51956.19676112707
Himachal Pradesh,8,10,2,Moderate,75022.80400831539
Karnataka,12,7,2,Moderate,54425.86181468414
Delhi,4,13,2,Moderate,88432.79054278108
Kerala,10,14,4,Moderate,189296.90101421365
Himachal Pradesh,7,12,7,Moderate,215500.44131554128
Uttarakhand,10,7,6,Budget,52541.585669275184
Rajasthan,2,1,5,Luxury,46507.17071678284
Karnataka,6,7,4,Luxury,251299.3628793877
Uttarakhand,6,11,2,Moderate,93245.89304013288
Kerala,7,3,8,Budget,30786.52083419776
Rajasthan,12,5,2,Budget,23061.38186192002
Karnataka,1,10,8,Moderate,225415.8710263823
Delhi,12,5,4,Moderate,61152.34022182588
Kerala,1,8,5,Luxury,579012.2533118831
Karnataka,2,7,1,Luxury,82846.67897183215
Himachal Pradesh,11,7,2,Luxury,145598.17308473508
Karnataka,2,6,8,Moderate,123979.35699893342
Kerala,5,7,1,Luxury,90316.53409800987
Tamil Nadu,1,14,3,Budget,85713.93906291974
Himachal Pradesh,11,7,2,Budget,25618.302547825413
Uttarakhand,2,5,5,Moderate,62158.0308007764
Kerala,6,5,4,Moderate,70846.29622139096
Tamil Nadu,3,4,4,Luxury,139752.66919387112
Goa,4,14,4,Budget,122758.30445967973
Delhi,1,4,4,Luxury,182037.12772889453
Tamil Nadu,5,5,4,Budget,26422.374578833544
Goa,4,10,6,Luxury,550548.6713132939
Agra,8,9,2,Moderate,55805.05594206656
Rajasthan,3,14,4,Budget,75297.1920670441
Tamil Nadu,10,11,7,Budget,92335.23155352118
Maharashtra,1,12,7,Budget,131831.42765695674
Delhi,10,6,1,Luxury,67133.53243165721
Tamil Nadu,5,8,9,Luxury,463976.5335863391
Goa,1,9,7,Luxury,1024444.3196905568
Maharashtra,11,12,6,Budget,154622.95455291073
Delhi,5,14,2,Moderate,99071.62982300011
Maharashtra,9,4,6,Luxury,211663.14149770237
Himachal Pradesh,5,12,5,Budget,110202.57906568272
Goa,2,13,9,Luxury,963405.7147071618
Karnataka,2,7,1,Budget,13983.333902244636
Himachal Pradesh,10,5,5,Budget,32421.11078087415
Delhi,9,4,3,Luxury,114243.73939603813
Delhi,12,12,9,Budget,151711.0158190419
Kerala,5,7,1,Luxury,87457.88970612554
Goa,11,3,6,Budget,48074.55686499694
Agra,8,1,3,Moderate,8037.627202292777
Agra,10,7,1,Moderate,23791.845049521253
Delhi,4,9,3,Moderate,81851.6243729689
Agra,2,2,2,Moderate,10986.511497251255
Rajasthan,4,7,8,Luxury,384233.8079756116
Kerala,12,10,3,Budget,83088.15219591804
Delhi,11,2,7,Budget,20811.062650364674
Agra,4,13,6,Moderate,192275.95185944092
Goa,11,13,7,Moderate,473124.6665510534
Tamil Nadu,9,3,7,Budget,21574.812611137866
Karnataka,10,13,1,Budget,24743.822135599243
Himachal Pradesh,11,10,4,Budget,73977.96674097396
Himachal Pradesh,6,14,4,Moderate,260802.99865178356
Rajasthan,10,12,5,Budget,88741.7353229242
Maharashtra,6,10,5,Moderate,186213.0302751345
Goa,5,3,8,Moderate,77920.63568304555
Maharashtra,6,12,4,Moderate,146539.74259719532
Kerala,1,13,1,Budget,35951.359853804985
Karnataka,5,4,5,Moderate,65644.71704216533
Kerala,12,6,1,Luxury,113414.0617421261
Delhi,6,3,3,Budget,14735.078866176702
Goa,8,13,8,Budget,168524.25118237128
Delhi,4,9,5,Budget,68793.79681137546
Uttarakhand,5,2,7,Budget,23607.29453767208
Agra,4,7,1,Moderate,18148.322776558543
Himachal Pradesh,7,6,6,Luxury,333808.0104587202
Tamil Nadu,10,14,8,Moderate,218662.31369176236
Delhi,6,2,6,Luxury,81062.34834063878
Maharashtra,4,11,4,Budget,78348.90912278656
Uttarakhand,6,3,8,Moderate,79162.69932050465
Himachal Pradesh,4,6,8,Moderate,132305.36662921475
Delhi,12,10,6,Moderate,216332.64496557534
Uttarakhand,8,4,8,Luxury,184496.26130738715
Uttarakhand,11,1,6,Luxury,45732.292028238604
Goa,3,1,4,Budget,6630.667211809977
Kerala,8,3,6,Moderate,58915.93537695529
Uttarakhand,2,8,9,Budget,69612.77304210667
Rajasthan,6,11,8,Luxury,690020.8256344906
Kerala,8,4,7,Budget,36142.33481418413
Himachal Pradesh,1,11,5,Moderate,181477.9556031655
Himachal Pradesh,6,1,7,Moderate,23494.741894781997
Himachal Pradesh,9,8,1,Luxury,85377.30153995844
Himachal Pradesh,10,10,8,Luxury,556442.9340321196
Rajasthan,10,6,5,Budget,42981.12437075688
Delhi,2,1,7,Moderate,16455.988809865965
Karnataka,11,12,7,Budget,128136.0321126716
Uttarakhand,1,10,8,Luxury,502465.66519659385
Himachal Pradesh,2,10,7,Luxury,484231.3600791017
Kerala,5,6,6,Budget,56678.869685549646
Kerala,6,1,6,Moderate,18806.041310884957
Uttarakhand,1,10,5,Luxury,437545.17232960067
Delhi,7,10,5,Budget,62301.1307792948
Tamil Nadu,11,3,4,Moderate,34708.443104660255
Tamil Nadu,4,2,7,Budget,14390.783561235032
Karnataka,9,4,3,Luxury,117091.52588948916
Delhi,6,2,5,Moderate,25597.041122221493
Uttarakhand,9,11,3,Luxury,260854.97230022156
Tamil Nadu,1,13,8,Luxury,892085.7308266093
Tamil Nadu,4,5,5,Luxury,187535.5627586895
Tamil Nadu,2,4,6,Luxury,173751.98197914005
Maharashtra,6,6,1,Luxury,79776.54092412513
Rajasthan,4,14,4,Budget,79300.15160013427
Uttarakhand,9,7,9,Luxury,368797.4565043309
Agra,3,12,5,Luxury,434964.8160025211
Goa,1,2,1,Luxury,37602.45218059597
Goa,11,2,4,Moderate,48889.387332053644
Delhi,11,8,6,Luxury,499066.1776372421
Uttarakhand,1,13,7,Moderate,221173.87332116696
Uttarakhand,12,13,7,Budget,138205.72816675875
Goa,9,9,8,Luxury,713862.9553143978
Karnataka,9,5,5,Budget,41428.50599776179
Goa,5,7,6,Budget,65917.34393321148
Uttarakhand,2,13,2,Luxury,210368.69010251353
Tamil Nadu,9,12,2,Budget,42064.51554541491
Karnataka,12,9,3,Luxury,347452.26713530644
Himachal Pradesh,8,14,4,Budget,85311.79506623928
Agra,11,1,6,Moderate,15251.701061498305
Maharashtra,10,8,6,Moderate,143133.5490437375
Rajasthan,10,10,3,Moderate,104743.8177028962
Himachal Pradesh,6,10,1,Luxury,147162.27339832715
Kerala,7,9,3,Budget,50802.84433918859
Goa,12,9,4,Moderate,227273.81086076325
Agra,6,10,9,Luxury,469574.95827565866
Goa,5,7,8,Moderate,142251.67870417127
Goa,4,12,4,Moderate,197857.67869063013
Himachal Pradesh,7,12,7,Luxury,573767.6691204961
Tamil Nadu,4,12,9,Moderate,235066.50823793642
Tamil Nadu,10,12,2,Luxury,216298.03920804666
Maharashtra,10,10,3,Moderate,123650.93867884016
Karnataka,10,3,1,Luxury,33753.158135474165
Goa,9,13,8,Moderate,291352.07271652366
Delhi,5,13,2,Budget,48403.29231254273
Tamil Nadu,8,5,7,Budget,43663.58208323081
Uttarakhand,12,13,7,Luxury,748437.5691381395
Agra,12,2,3,Luxury,65853.62761187309
Delhi,12,11,2,Budget,43455.58987921406
Himachal Pradesh,6,10,3,Luxury,385539.3819544649
Himachal Pradesh,4,3,8,Moderate,64103.22754306745
Maharashtra,12,10,9,Moderate,273598.0779819526
Maharashtra,3,7,8,Moderate,160802.26310414603
Karnataka,11,1,2,Moderate,8927.070772265375
Uttarakhand,6,3,9,Moderate,65983.00602788635
Agra,1,5,6,Moderate,92442.03888531863
Uttarakhand,2,11,2,Moderate,58965.61646983867
Kerala,7,14,9,Luxury,935993.034474496
Maharashtra,4,4,5,Budget,30035.009731209477
Karnataka,5,3,6,Moderate,55603.828217828435
Rajasthan,11,6,1,Moderate,28412.176609117698
Goa,10,12,2,Luxury,302355.36447729205
